,Time,League,Player_1,Player_2,Bet,Price,Winner,Scoreline,Returns,Unit_Stake
3443872,2021-04-19 05:05:00,Setka Cup,Volodymyr Tymchenko,Kostiantyn Kovalchuk,Volodymyr Tymchenko,3.75,Kostiantyn Kovalchuk,1-3,0.0,1
3443876,2021-04-19 07:35:00,Setka Cup,Vitalii Sydorenko,Oleksandr Sharanyuk,Vitalii Sydorenko,3.75,Oleksandr Sharanyuk,2-3,0.0,1
3443879,2021-04-19 06:05:00,Setka Cup,Oleksandr Sharanyuk,Hennadii Portnov,Hennadii Portnov,2.2,Hennadii Portnov,0-3,2.2,1
3443990,2021-04-19 10:10:00,TT Cup Ukraine,Ilya Yanishevskiy,Dmitriy Belanchik,Dmitriy Belanchik,3.4,Dmitriy Belanchik,1-3,3.4,1
3444100,2021-04-19 14:15:00,Liga Pro,Sergey Ovechkin,Aleksandr Vorozheykin,Aleksandr Vorozheykin,4.5,Sergey Ovechkin,3-2,0.0,1
3444267,2021-04-18 20:15:00,Liga Pro,Valery Sidorin,Sergey Maksakov,Sergey Maksakov,4.333,Valery Sidorin,3-1,0.0,1
3444361,2021-04-19 11:00:00,Setka Cup,Sebastian Ghariani,Dominik Pasek,Sebastian Ghariani,2.75,Dominik Pasek,1-3,0.0,1
3444421,2021-04-19 20:30:00,Liga Pro,Nikolay Zhurba,Sergei Ogai,Nikolay Zhurba,2.2,Sergei Ogai,2-3,0.0,1
3444672,2021-04-19 10:20:00,Setka Cup,Mykhailo Teteruk,Yurii Shmyndra,Mykhailo Teteruk,3.25,Mykhailo Teteruk,3-1,3.25,1
3445167,2021-04-19 16:40:00,Challenger Ochsenhausen,Francisco Sanchi,Josip Huzjak,Francisco Sanchi,2.625,Josip Huzjak,1-3,0.0,1
3445181,2021-04-19 18:30:00,Liga Pro,Vladimir Mishakin,Igor Zemit,Vladimir Mishakin,4.0,Igor Zemit,1-3,0.0,1
3445854,2021-04-19 20:45:00,TT Cup Ukraine,Serhii Berezynskyi,Illya Semeniuk,Illya Semeniuk,2.5,Serhii Berezynskyi,3-1,0.0,1
3446110,2021-04-20 10:25:00,Setka Cup,Serhii Rak,Volodymyr Korobko,Volodymyr Korobko,3.75,Serhii Rak,3-1,0.0,1
3446113,2021-04-20 11:55:00,Setka Cup,Nazarii Sydorak,Serhii Rak,Nazarii Sydorak,2.75,Serhii Rak,2-3,0.0,1
3446295,2021-04-20 07:55:00,Setka Cup Women,Olena Petlenko,Karina Zharkova,Karina Zharkova,3.75,Olena Petlenko,3-0,0.0,1
3446297,2021-04-20 08:55:00,Setka Cup Women,Anastasiia Tyslyna,Karina Zharkova,Karina Zharkova,3.0,Anastasiia Tyslyna,3-0,0.0,1
3446337,2021-04-20 13:40:00,Setka Cup Women,Yana Mykhailyk,Anastasiia Dudnyk,Anastasiia Dudnyk,3.25,Yana Mykhailyk,3-0,0.0,1
3446338,2021-04-20 14:40:00,Setka Cup Women,Yana Mykhailyk,Kateryna Hubska,Kateryna Hubska,5.0,Yana Mykhailyk,3-0,0.0,1
3446341,2021-04-20 12:40:00,Setka Cup Women,Anastasiia Kozak,Anastasiia Dudnyk,Anastasiia Dudnyk,2.375,Anastasiia Kozak,2-1,0.0,1
3446773,2021-04-20 07:40:00,Setka Cup,Igor Gatsenko,Oleh Ilin,Igor Gatsenko,3.75,Oleh Ilin,2-3,0.0,1
3446774,2021-04-20 08:10:00,Setka Cup,Ihor Hudushyn,Iulii Khomutovskyi,Iulii Khomutovskyi,3.75,Ihor Hudushyn,3-2,0.0,1
3446776,2021-04-20 09:10:00,Setka Cup,Iulii Khomutovskyi,Oleh Ilin,Iulii Khomutovskyi,3.5,Oleh Ilin,1-3,0.0,1
3446884,2021-04-20 09:20:00,Setka Cup,Yevhen Trunov,Mykhailo Kistechko,Yevhen Trunov,5.5,Mykhailo Kistechko,1-3,0.0,1
3447276,2021-04-20 16:45:00,Liga Pro,Mihail Andrusenko,Egor Markelov,Egor Markelov,4.5,Egor Markelov,2-3,4.5,1
3447277,2021-04-20 17:15:00,Liga Pro,Vladimir Marshalov,Sergey Nikulin,Vladimir Marshalov,3.25,Sergey Nikulin,2-3,0.0,1
3447353,2021-04-20 09:40:00,TT Cup Ukraine,Anatolii Zapletniuk,Anton Myrza,Anatolii Zapletniuk,4.333,Anatolii Zapletniuk,3-1,4.333,1
3448280,2021-04-20 12:35:00,Setka Cup,Andrii Shcherbak,Serhii Sokolov,Serhii Sokolov,4.0,Serhii Sokolov,0-3,4.0,1
3448300,2021-04-20 17:05:00,Setka Cup,Andrii Shcherbak,Borys Kostiuk,Andrii Shcherbak,3.0,Borys Kostiuk,2-3,0.0,1
3448333,2021-04-20 19:05:00,Setka Cup,Borys Kostiuk,Serhii Sokolov,Serhii Sokolov,4.333,Borys Kostiuk,3-0,0.0,1
3448470,2021-04-20 13:15:00,TT Cup Ukraine,Oleksandr Leonenko,Andrey Troyan,Andrey Troyan,4.5,Oleksandr Leonenko,3-0,0.0,1
3448474,2021-04-20 15:35:00,TT Cup Ukraine,Oleksandr Leonenko,Andrii Kurtenko,Andrii Kurtenko,3.25,Oleksandr Leonenko,3-2,0.0,1
3448478,2021-04-20 17:55:00,TT Cup Ukraine,Andrey Troyan,Andrii Kurtenko,Andrey Troyan,4.333,Andrii Kurtenko,1-3,0.0,1
3448703,2021-04-20 17:05:00,TT Cup Ukraine,Dmitriy Lebed,Mikhail Presnyakov,Dmitriy Lebed,2.375,Dmitriy Lebed,3-2,2.375,1
3448831,2021-04-21 01:55:00,Setka Cup,Roman Gnoevoy,Oleksandr Gomilko,Oleksandr Gomilko,3.25,Roman Gnoevoy,3-2,0.0,1
3449077,2021-04-20 23:45:00,TT Cup Ukraine,Volodymyr Tuchkevych,Samvel Melkumian,Samvel Melkumian,3.25,Samvel Melkumian,1-3,3.25,1
3449105,2021-04-21 06:30:00,Setka Cup,Frantisek Korenek,Josef Ruzicka,Frantisek Korenek,3.75,Josef Ruzicka,0-3,0.0,1
3449238,2021-04-21 06:30:00,Liga Pro,Alexandr Kononenko,Andrey Duka,Andrey Duka,4.5,Alexandr Kononenko,3-1,0.0,1
3449267,2021-04-21 09:05:00,Setka Cup,Vitalii Sydorenko,Kostiantyn Kovalchuk,Kostiantyn Kovalchuk,3.0,Kostiantyn Kovalchuk,1-3,3.0,1
3449298,2021-04-21 05:05:00,Setka Cup,Volodymyr Tymchenko,Kostiantyn Kovalchuk,Volodymyr Tymchenko,3.4,Kostiantyn Kovalchuk,0-3,0.0,1
3449352,2021-04-21 09:30:00,Setka Cup,Vitalii Vasko,Oleh Yurenev,Oleh Yurenev,3.75,Vitalii Vasko,3-2,0.0,1
3449458,2021-04-21 07:25:00,Setka Cup Women,Olena Petlenko,Anastasiia Tyslyna,Olena Petlenko,4.333,Anastasiia Tyslyna,0-3,0.0,1
3449463,2021-04-21 06:25:00,Setka Cup Women,Karina Zharkova,Anastasiia Tyslyna,Karina Zharkova,7.5,Anastasiia Tyslyna,0-3,0.0,1
3449467,2021-04-21 06:30:00,TT Cup Ukraine,Sergey Zemyantsev,Roman Cherevko,Roman Cherevko,2.75,Sergey Zemyantsev,3-0,0.0,1
3449498,2021-04-21 11:55:00,Setka Cup Women,Olena Petlenko,Karina Zharkova,Karina Zharkova,7.5,Olena Petlenko,3-0,0.0,1
3449518,2021-04-21 11:25:00,Setka Cup Women,Anastasiia Tyslyna,Iryna Tiutiunyk,Iryna Tiutiunyk,7.5,Iryna Tiutiunyk,1-3,7.5,1
3449601,2021-04-21 16:10:00,Setka Cup,Ivan Udovenko,Igor Tridukh,Ivan Udovenko,2.2,Ivan Udovenko,3-2,2.2,1
3449743,2021-04-21 08:20:00,TT Cup Ukraine,Anton Limonov,Alexander Tuzhylin,Alexander Tuzhylin,2.1,Anton Limonov,3-2,0.0,1
3449752,2021-04-21 10:05:00,TT Cup Ukraine,Anton Limonov,Valeriy Melnik,Valeriy Melnik,4.333,Anton Limonov,3-1,0.0,1
3449809,2021-04-21 13:25:00,Setka Cup,Roman Malynka,Andrey Kovrikov,Andrey Kovrikov,2.5,Andrey Kovrikov,0-3,2.5,1
3449922,2021-04-21 06:25:00,TT Cup Ukraine,Anton Molochko,Volodymyr Plishylo,Anton Molochko,2.25,Volodymyr Plishylo,2-3,0.0,1
3450036,2021-04-21 15:15:00,Setka Cup,Oleg Pereguda,Serhii Burdelnyi,Oleg Pereguda,3.25,Serhii Burdelnyi,1-3,0.0,1
3450106,2021-04-21 13:05:00,Setka Cup,Oleksandr Lykhytskyi,Vyacheslav Isakov,Oleksandr Lykhytskyi,2.1,Oleksandr Lykhytskyi,3-0,2.1,1
3450113,2021-04-21 18:05:00,Setka Cup,Vyacheslav Isakov,Andrii Dombrovskyi,Andrii Dombrovskyi,2.375,Andrii Dombrovskyi,1-3,2.375,1
3450130,2021-04-21 21:45:00,Liga Pro,Denis Molodtsov,Oleg Pronin,Oleg Pronin,5.5,Denis Molodtsov,3-0,0.0,1
3450132,2021-04-22 00:15:00,Liga Pro,Igor Mihaylov,Oleg Pronin,Oleg Pronin,6.5,Igor Mihaylov,3-0,0.0,1
3450258,2021-04-21 14:30:00,Liga Pro,Vladimir Nemashkalo,Mikhail Sverdlov,Mikhail Sverdlov,2.2,Mikhail Sverdlov,0-3,2.2,1
3450295,2021-04-21 11:00:00,Czech Liga Pro,Petr Korp Sr.,Tomas Varnuska,Tomas Varnuska,2.5,Tomas Varnuska,1-3,2.5,1
3451097,2021-04-21 19:15:00,Liga Pro,Dmitri Razinkov,Nikita Lyfenko,Nikita Lyfenko,3.0,Nikita Lyfenko,1-3,3.0,1
3451110,2021-04-21 18:00:00,Setka Cup,Petr Dvorak,Sebastian Ghariani,Sebastian Ghariani,2.25,Petr Dvorak,3-1,0.0,1
3451114,2021-04-21 16:30:00,Liga Pro,Igor Zemit,Vladimir Staroverov,Vladimir Staroverov,5.5,Igor Zemit,3-0,0.0,1
3451423,2021-04-21 14:35:00,TT Cup Ukraine,Illya Semeniuk,Sergey Maksimiv,Illya Semeniuk,2.75,Illya Semeniuk,3-1,2.75,1
3451438,2021-04-21 16:55:00,TT Cup Ukraine,Illya Semeniuk,Liubomyr Sheshurak,Illya Semeniuk,2.75,Liubomyr Sheshurak,1-3,0.0,1
3451444,2021-04-21 17:30:00,TT Cup Ukraine,Dmytro Zeniuk,Illya Semeniuk,Illya Semeniuk,2.375,Dmytro Zeniuk,3-2,0.0,1
3451496,2021-04-21 20:30:00,Liga Pro,Denis Sayanov,Viktor Kalachev,Viktor Kalachev,3.5,Denis Sayanov,3-0,0.0,1
3451521,2021-04-21 20:45:00,Liga Pro,Kirill Malahov,Denis Molodtsov,Kirill Malahov,2.1,Denis Molodtsov,2-3,0.0,1
3451523,2021-04-21 23:15:00,Liga Pro,Denis Molodtsov,Igor Mihaylov,Igor Mihaylov,3.5,Denis Molodtsov,3-0,0.0,1
3451594,2021-04-22 00:55:00,Setka Cup,Sergey Tkachev,Oleksandr Dukhovenko,Sergey Tkachev,3.25,Oleksandr Dukhovenko,1-3,0.0,1
3451746,2021-04-21 20:45:00,TT Cup Ukraine,Aleksandr Tulenin,Mykolay Treschetka,Aleksandr Tulenin,2.625,Aleksandr Tulenin,3-2,2.625,1
3451956,2021-04-22 11:00:00,Czech Liga Pro,Jan Berger,Jiri Vojtech,Jan Berger,3.25,Jiri Vojtech,0-3,0.0,1
3452233,2021-04-22 13:55:00,Setka Cup,Andrii Peretiatko,Maksym Balakiriev,Andrii Peretiatko,3.75,Andrii Peretiatko,3-0,3.75,1
3452248,2021-04-22 19:25:00,Setka Cup,Roman Kuvaiev,Andrii Peretiatko,Roman Kuvaiev,3.75,Andrii Peretiatko,0-3,0.0,1
3452297,2021-04-22 14:45:00,Setka Cup,Andrii Melchenko,Igor Koshkodan,Igor Koshkodan,4.333,Andrii Melchenko,3-1,0.0,1
3452300,2021-04-22 16:15:00,Setka Cup,Andrii Melchenko,Vasily Kondratenko,Vasily Kondratenko,4.5,Andrii Melchenko,3-0,0.0,1
3452334,2021-04-22 15:35:00,Setka Cup,Serhii Sokolov,Borys Kostiuk,Serhii Sokolov,4.5,Borys Kostiuk,0-3,0.0,1
3452379,2021-04-22 14:45:00,Liga Pro,Aleksandr Poprocky,Pavel Vshivkov,Aleksandr Poprocky,3.25,Pavel Vshivkov,0-3,0.0,1
3452470,2021-04-22 11:15:00,TT Cup Ukraine,Valeriy Melnik,Anton Limonov,Valeriy Melnik,4.0,Anton Limonov,0-3,0.0,1
3452483,2021-04-22 12:25:00,TT Cup Ukraine,Alexander Tuzhylin,Anton Limonov,Alexander Tuzhylin,2.1,Anton Limonov,0-3,0.0,1
3452585,2021-04-22 08:50:00,Setka Cup,Serhii Hot,Ihor Kvak,Serhii Hot,4.5,Ihor Kvak,1-3,0.0,1
3452934,2021-04-22 10:15:00,Liga Pro,Viktor Kalachev,Denis Sayanov,Viktor Kalachev,3.5,Denis Sayanov,1-3,0.0,1
3453126,2021-04-22 10:15:00,TT Cup Ukraine,Dmytro Drobov,Oleksandr Belskyi,Dmytro Drobov,4.333,Oleksandr Belskyi,2-3,0.0,1
3453150,2021-04-22 09:55:00,Setka Cup,Vyacheslav Isakov,Roman Makarenko,Roman Makarenko,3.0,Roman Makarenko,2-3,3.0,1
3454079,2021-04-22 15:55:00,Setka Cup,Andrii Peretiatko,Serhii Khandetskyi,Andrii Peretiatko,3.25,Serhii Khandetskyi,1-3,0.0,1
3454081,2021-04-22 14:25:00,Setka Cup,Serhii Khandetskyi,Vitalii Kobets,Vitalii Kobets,3.0,Serhii Khandetskyi,3-1,0.0,1
3454409,2021-04-22 13:20:00,TT Cup Ukraine,Mykola Tovkach,Serhii Berezynskyi,Mykola Tovkach,4.5,Serhii Berezynskyi,1-3,0.0,1
3454410,2021-04-22 13:55:00,TT Cup Ukraine,Roman Rybachuk,Mykola Tovkach,Mykola Tovkach,4.0,Roman Rybachuk,3-0,0.0,1
3454679,2021-04-22 17:05:00,TT Cup Ukraine Women,Alina Shkarban,Yana Zakladna,Alina Shkarban,3.0,Yana Zakladna,2-3,0.0,1
3454719,2021-04-22 21:05:00,Setka Cup,Roman Yushko,Valerii Onykyienko,Valerii Onykyienko,3.25,Roman Yushko,3-1,0.0,1
3454731,2021-04-22 21:35:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.4,Serhii Kuprykov,3-2,0.0,1
3455153,2021-04-23 16:00:00,Setka Cup Women,Olena Nalisnykovska,Valeriya Stepanovska,Olena Nalisnykovska,3.0,Valeriya Stepanovska,1-3,0.0,1
3455154,2021-04-23 16:30:00,Setka Cup Women,Anastasiia Mydvetska,Alina Novosad,Anastasiia Mydvetska,4.5,Alina Novosad,2-3,0.0,1
3455179,2021-04-23 15:00:00,Setka Cup Women,Valeriya Stepanovska,Alina Novosad,Alina Novosad,4.333,Valeriya Stepanovska,3-0,0.0,1
3455613,2021-04-23 17:25:00,Setka Cup Women,Yevheniia Severina,Anastasiia Dudnyk,Anastasiia Dudnyk,4.333,Anastasiia Dudnyk,2-3,4.333,1
3456336,2021-04-23 06:30:00,Setka Cup,Frantisek Korenek,Josef Ruzicka,Frantisek Korenek,4.333,Josef Ruzicka,0-3,0.0,1
3456364,2021-04-23 05:30:00,Liga Pro,Vladimir Selkin,Igor Sergeevich,Igor Sergeevich,3.4,Vladimir Selkin,3-0,0.0,1
3456454,2021-04-23 11:15:00,Liga Pro,Igor Mihaylov,Vladimir Belyakov,Igor Mihaylov,3.75,Vladimir Belyakov,1-3,0.0,1
3456459,2021-04-23 10:45:00,Liga Pro,Vadim Evlampiev,Alexey Slashchilin,Alexey Slashchilin,4.5,Vadim Evlampiev,3-2,0.0,1
3456511,2021-04-23 15:15:00,Liga Pro,Sergey Ovechkin,Oleg Soldusov,Oleg Soldusov,3.0,Sergey Ovechkin,3-2,0.0,1
3456530,2021-04-23 10:30:00,TT Cup Ukraine,Vasyl Aksenin,Volodymyr Ivasiv,Vasyl Aksenin,4.0,Volodymyr Ivasiv,2-3,0.0,1
3456540,2021-04-23 06:30:00,Setka Cup,Mykhailo Teteruk,Pavlo Babenko,Mykhailo Teteruk,3.75,Pavlo Babenko,2-3,0.0,1
3456783,2021-04-23 10:00:00,TT Cup Ukraine,Serhii Poliakov,Oleg Moshynskyy,Oleg Moshynskyy,3.25,Oleg Moshynskyy,2-3,3.25,1
3456878,2021-04-23 09:50:00,TT Cup Ukraine,Andrey Kotik,Serhii Berezynskyi,Serhii Berezynskyi,4.333,Andrey Kotik,3-1,0.0,1
3456974,2021-04-23 09:30:00,TT Cup Ukraine,Mikhail Presnyakov,Andrii Selin,Andrii Selin,3.0,Mikhail Presnyakov,3-2,0.0,1
3457472,2021-04-23 16:45:00,Liga Pro,Ivan Moshkov,Dmitry Petrochenko,Dmitry Petrochenko,4.333,Ivan Moshkov,3-1,0.0,1
3457709,2021-04-23 16:05:00,Setka Cup,Serhii Kuprykov,Dmitriy Pereyaslovskyi,Dmitriy Pereyaslovskyi,3.0,Dmitriy Pereyaslovskyi,0-3,3.0,1
3457710,2021-04-23 16:35:00,Setka Cup,Evgeny Ivanov,Valerii Onykyienko,Valerii Onykyienko,3.25,Evgeny Ivanov,3-1,0.0,1
3457764,2021-04-23 16:00:00,Setka Cup,Erik Mares,Matej Zaboj,Erik Mares,3.25,Matej Zaboj,2-3,0.0,1
3457825,2021-04-23 12:55:00,TT Cup Ukraine,Vadim Smetenko,Spartak Abalmaz,Spartak Abalmaz,3.0,Vadim Smetenko,3-1,0.0,1
3458089,2021-04-23 18:00:00,Liga Pro,Vladimir Staroverov,Igor Zemit,Vladimir Staroverov,5.0,Igor Zemit,2-3,0.0,1
3458577,2021-04-24 01:05:00,Setka Cup,Borys Kostiuk,Andrii Shcherbak,Andrii Shcherbak,3.25,Andrii Shcherbak,2-3,3.25,1
3458610,2021-04-23 20:45:00,Liga Pro,Alexei Vlasov,Oleg Pronin,Oleg Pronin,3.75,Alexei Vlasov,3-0,0.0,1
3458733,2021-04-24 19:15:00,Liga Pro,Egor Mishutin,Egor Markelov,Egor Markelov,3.0,Egor Markelov,0-3,3.0,1
3458981,2021-04-24 06:30:00,Czech Liga Pro,Lubos Protiva,Josef Obeslo Jnr,Josef Obeslo Jnr,3.0,Lubos Protiva,3-1,0.0,1
3459062,2021-04-24 07:15:00,Setka Cup,Ihor Hudushyn,Vladyslav Stukalov,Ihor Hudushyn,3.0,Vladyslav Stukalov,0-3,0.0,1
3459165,2021-04-24 17:50:00,Setka Cup,Serhii Solomko,Konstiantyn Tsoi,Konstiantyn Tsoi,3.5,Serhii Solomko,3-2,0.0,1
3459167,2021-04-24 19:20:00,Setka Cup,Serhii Solomko,Vitalii Vasko,Vitalii Vasko,3.4,Serhii Solomko,3-1,0.0,1
3459168,2021-04-24 19:50:00,Setka Cup,Sergey Yatsenko,Konstiantyn Tsoi,Sergey Yatsenko,3.4,Konstiantyn Tsoi,2-3,0.0,1
3459294,2021-04-24 08:55:00,Setka Cup,Evgeny Ivanov,Serhii Pitsyk,Evgeny Ivanov,3.4,Serhii Pitsyk,1-3,0.0,1
3459295,2021-04-24 12:25:00,Setka Cup,Roman Kuvaiev,Andrii Peretiatko,Roman Kuvaiev,3.75,Andrii Peretiatko,1-3,0.0,1
3459296,2021-04-24 08:50:00,TT Cup Ukraine,Andrei Kostiuk,Levko Kuzyo,Andrei Kostiuk,3.75,Levko Kuzyo,0-3,0.0,1
3459311,2021-04-24 06:55:00,Setka Cup,Roman Kuvaiev,Serhii Pitsyk,Roman Kuvaiev,3.0,Serhii Pitsyk,2-3,0.0,1
3459312,2021-04-24 12:55:00,Setka Cup,Serhii Pitsyk,Yevhenii Sokoltsov,Yevhenii Sokoltsov,3.75,Serhii Pitsyk,3-0,0.0,1
3459313,2021-04-24 05:55:00,TT Cup Ukraine,Dmytro Alekseenko,Levko Kuzyo,Dmytro Alekseenko,3.0,Levko Kuzyo,0-3,0.0,1
3459606,2021-04-24 06:35:00,TT Cup Ukraine,Denis Vakulenko,Maksim Ovcharenko,Denis Vakulenko,3.25,Denis Vakulenko,3-2,3.25,1
3459767,2021-04-24 09:00:00,TT Cup Ukraine,Oleksandr Leonenko,Andrey Troyan,Andrey Troyan,5.0,Andrey Troyan,2-3,5.0,1
3459772,2021-04-24 07:55:00,TT Cup Ukraine,Oleksandr Leonenko,Anton Myrza,Oleksandr Leonenko,5.0,Anton Myrza,2-3,0.0,1
3459778,2021-04-24 11:00:00,TT Cup Ukraine,Andrey Krysak,Viktor Bosak,Viktor Bosak,3.75,Andrey Krysak,3-0,0.0,1
3459943,2021-04-24 13:30:00,Setka Cup Women,Kateryna Hubska,Lilia Andreeva,Lilia Andreeva,6.0,Kateryna Hubska,3-0,0.0,1
3461170,2021-04-24 10:00:00,Setka Cup Women,Valeriya Stepanovska,Alina Novosad,Alina Novosad,5.0,Alina Novosad,1-3,5.0,1
3461455,2021-04-24 15:50:00,TT Cup Ukraine,Spartak Abalmaz,Vadim Smetenko,Spartak Abalmaz,3.4,Vadim Smetenko,2-3,0.0,1
3461619,2021-04-24 15:55:00,TT Cup Ukraine,Dmitriy Arzanov,Anatoliy Chaplyanka,Dmitriy Arzanov,3.0,Dmitriy Arzanov,3-1,3.0,1
3461628,2021-04-24 18:20:00,TT Cup Ukraine,Maksym Kolos,Dmytro Baistriuchenko,Dmytro Baistriuchenko,4.0,Dmytro Baistriuchenko,1-3,4.0,1
3461781,2021-04-25 02:25:00,Setka Cup,Oleksandr Gomilko,Roman Gnoevoy,Oleksandr Gomilko,3.5,Roman Gnoevoy,0-3,0.0,1
3461809,2021-04-25 04:05:00,Setka Cup,Maksym Balakiriev,Mykola Polysynskyi,Maksym Balakiriev,5.0,Mykola Polysynskyi,1-3,0.0,1
3462042,2021-04-25 14:45:00,Liga Pro,Evgeny Kryuchkov,Igor Poletaev,Evgeny Kryuchkov,3.75,Igor Poletaev,0-3,0.0,1
3462111,2021-04-25 07:30:00,Czech Liga Pro,Jan Berger,Vojtech Waldhauser,Jan Berger,3.75,Vojtech Waldhauser,2-3,0.0,1
3462118,2021-04-25 10:00:00,Czech Liga Pro,Petr Macela,Josef Kutifel,Josef Kutifel,3.25,Petr Macela,3-0,0.0,1
3462123,2021-04-25 11:30:00,Czech Liga Pro,Daniel Brumlich,Petr Macela,Daniel Brumlich,3.0,Petr Macela,0-3,0.0,1
3462146,2021-04-25 19:30:00,Czech Liga Pro,Martin Huk,Pavel Gireth,Martin Huk,4.333,Pavel Gireth,1-3,0.0,1
3462156,2021-04-25 16:30:00,Czech Liga Pro,Jan Kanera,Jan Mecl Jr.,Jan Mecl Jr.,4.333,Jan Mecl Jr.,11-7,4.333,1
3462160,2021-04-25 18:00:00,Czech Liga Pro,Pavel Gireth,Martin Bittner,Martin Bittner,4.5,Pavel Gireth,3-0,0.0,1
3462225,2021-04-25 18:45:00,Liga Pro,Vladislav Chahur,Sergey Maksakov,Vladislav Chahur,3.4,Vladislav Chahur,3-2,3.4,1
3462288,2021-04-25 15:00:00,Setka Cup Women,Nadiia Harmash,Oleksandra Tsiupko,Nadiia Harmash,3.0,Oleksandra Tsiupko,1-3,0.0,1
3462294,2021-04-25 15:30:00,Setka Cup Women,Mariya Voytekhova,Yuliia Tryhub,Yuliia Tryhub,3.4,Mariya Voytekhova,3-2,0.0,1
3462309,2021-04-25 17:00:00,Setka Cup Women,Svitlana Yureneva,Mariya Voytekhova,Mariya Voytekhova,3.0,Svitlana Yureneva,3-0,0.0,1
3462328,2021-04-25 10:30:00,Setka Cup,Matej Zaboj,Tomas Beran,Tomas Beran,3.75,Matej Zaboj,3-0,0.0,1
3462337,2021-04-25 17:15:00,Setka Cup,Dmytro Khairov,Pavlo Kovalchuk,Dmytro Khairov,3.4,Dmytro Khairov,3-2,3.4,1
3462349,2021-04-25 12:00:00,Setka Cup,Frantisek Camr,Matej Zaboj,Matej Zaboj,3.75,Matej Zaboj,2-3,3.75,1
3462352,2021-04-25 16:20:00,Setka Cup,Vladimir Chornobab,Mikhail Mosyuk,Vladimir Chornobab,3.75,Mikhail Mosyuk,1-3,0.0,1
3462361,2021-04-25 11:30:00,Setka Cup,Matej Zaboj,Erik Mares,Erik Mares,4.0,Matej Zaboj,3-1,0.0,1
3462384,2021-04-25 14:50:00,Setka Cup,Roman Mazur,Oleksandr Shpak,Oleksandr Shpak,6.5,Roman Mazur,3-0,0.0,1
3462533,2021-04-25 09:30:00,TT Cup Ukraine,Oleksandr Kovalov,Maksim Ovcharenko,Maksim Ovcharenko,3.4,Maksim Ovcharenko,0-3,3.4,1
3462536,2021-04-25 11:50:00,TT Cup Ukraine,Anton Riabukhin,Oleksandr Kovalov,Oleksandr Kovalov,3.4,Anton Riabukhin,3-1,0.0,1
3462549,2021-04-25 09:30:00,Setka Cup Women,Kateryna Somova,Kateryna Hubska,Kateryna Somova,3.4,Kateryna Hubska,0-3,0.0,1
3462592,2021-04-25 05:50:00,TT Cup Ukraine,Anton Molochko,Volodymyr Plishylo,Anton Molochko,3.4,Anton Molochko,3-2,3.4,1
3462699,2021-04-25 09:25:00,TT Cup Ukraine,Uryi Schepanskyi,Sergey Filatov,Sergey Filatov,5.0,Uryi Schepanskyi,3-1,0.0,1
3463865,2021-04-25 14:35:00,Setka Cup,Roman Gnoevoy,Oleksandr Gomilko,Oleksandr Gomilko,3.4,Oleksandr Gomilko,2-3,3.4,1
3463941,2021-04-26 00:30:00,Liga Pro,Viktor Kalachev,Nikolay Zhurba,Viktor Kalachev,6.5,Viktor Kalachev,3-2,6.5,1
3464413,2021-04-25 22:55:00,Setka Cup,Pavlo Volkov,Mykola Polysynskyi,Pavlo Volkov,3.75,Pavlo Volkov,3-2,3.75,1
3464428,2021-04-26 04:25:00,Setka Cup,Maksym Balakiriev,Mykola Polysynskyi,Maksym Balakiriev,5.5,Maksym Balakiriev,3-1,5.5,1
3464602,2021-04-26 00:30:00,TT Cup Ukraine,Yaroslav Vorsuliak,Stepan Nykyforuk,Stepan Nykyforuk,3.25,Yaroslav Vorsuliak,3-1,0.0,1
3464785,2021-04-26 05:55:00,TT Cup Ukraine,Dmitriy Derevinskiy,Vitaliy Khamurda,Vitaliy Khamurda,3.0,Dmitriy Derevinskiy,3-1,0.0,1
3465024,2021-04-26 10:10:00,TT Cup Ukraine,Andrii Selin,Oleksandr Semenets,Andrii Selin,4.333,Oleksandr Semenets,1-3,0.0,1
3465029,2021-04-26 04:55:00,TT Cup Ukraine,Andrii Selin,Anatoliy Chaplyanka,Anatoliy Chaplyanka,3.4,Anatoliy Chaplyanka,0-3,3.4,1
3465035,2021-04-26 13:35:00,Setka Cup,Serhii Sokolov,Borys Kostiuk,Serhii Sokolov,4.5,Borys Kostiuk,0-3,0.0,1
3465080,2021-04-26 09:15:00,Liga Pro,Roman Kobytov,Vitaly Bazilevsky,Roman Kobytov,3.0,Vitaly Bazilevsky,2-3,0.0,1
3465131,2021-04-26 07:20:00,TT Cup Ukraine,Sergey Zazimko,Nikita Korbut,Nikita Korbut,3.5,Nikita Korbut,2-3,3.5,1
3465135,2021-04-26 07:25:00,TT Cup Ukraine,Vitalii Protopopov,Dmitriy Belanchik,Dmitriy Belanchik,3.0,Dmitriy Belanchik,1-3,3.0,1
3465136,2021-04-26 08:00:00,TT Cup Ukraine,Artem Nesterenko,Vitalii Protopopov,Artem Nesterenko,3.75,Vitalii Protopopov,1-3,0.0,1
3465193,2021-04-26 13:15:00,Liga Pro,Pavel Medvedev,Miroslav Minkov,Miroslav Minkov,4.5,Pavel Medvedev,3-2,0.0,1
